UT,Origin,Target,PhaseAngle
1712960694,6,5,174.24
1713255702,15,4,-160.19
1713395993,5,4,-151.07
1713419475,4,16,124.92
1713586133,1,4,128.56
1713594259,4,15,107.91
1713703063,1,6,53.58
1713720357,16,4,-66.66
1713880942,4,8,112.78
1713924014,4,5,72.73
1714153732,8,4,-50.26
1714161101,6,4,-163.99
1714304397,15,6,-173.42
1714554529,4,1,71.90
1714704747,4,6,92.19
1714918674,16,6,-144.07
1714932665,15,5,94.82
1715161233,16,1,-163.29
1715199265,15,4,150.15
1715489023,1,5,-57.05
1715550129,5,6,71.70
1715651752,4,16,125.43
1715680006,16,4,-120.72
1715867819,4,15,110.76
1716099593,1,4,98.48
1716102295,8,5,100.53
1716124162,4,8,113.08
1716317925,5,1,36.60
1716339891,1,16,119.63
1716343279,8,4,-62.60
1716523059,6,4,172.79
1716610503,6,16,114.47
1716868559,5,16,122.31
1716884101,5,4,-126.43
1717193329,15,4,113.60
1717384679,16,5,-89.62
1717421715,4,6,88.15
1717683170,16,4,-155.93
1717731451,5,15,103.36
1717792979,4,1,75.15
1717883816,4,16,125.88
1717934063,4,5,62.34
1717936264,1,15,96.18
1718136895,4,15,113.08
1718367511,4,8,113.32
1718547615,8,4,-71.94
1718601304,5,8,106.10
1718771786,15,8,53.12
1718832082,1,4,98.83
1719099855,6,4,175.97
1719227013,8,1,-105.11
1719256111,15,4,84.45
1719336881,1,8,101.16
1719541836,15,1,-43.16
1719733392,16,4,-179.58
1720051972,4,6,87.65
1720115701,4,16,126.29
1720190444,15,5,37.88
1720403387,4,15,114.89
1720484595,4,1,84.50
1720611167,4,8,113.51
1720675493,6,15,84.89
1720768494,8,4,-77.76
1720991617,5,4,-72.82
1721269678,4,5,50.66
1721408016,15,4,64.79
1721834378,16,4,163.58
1721860192,8,5,88.88
1722115785,6,4,-155.66
1722119567,6,5,-150.80
1722347439,4,16,126.65
1722359102,1,4,128.33
1722555310,4,6,89.23
1722639036,5,16,123.14
1722668886,4,15,116.19
1722697135,6,8,92.92
1722699672,16,5,-119.31
1722855318,4,8,113.63
1723007185,8,4,-79.88
1723254471,4,1,75.60
1723672182,15,4,57.36
1723845529,16,1,162.18
1723901631,5,15,106.36
1723990446,16,4,153.80
1724018423,5,4,-166.88
1724280928,5,6,61.01
1724545829,5,8,106.50
1724579062,4,16,126.96
1724700450,8,6,-53.32
1724923192,4,5,72.55
1724933442,1,4,105.74
1724934899,4,15,116.96
1724990560,4,6,92.31
1725000280,6,4,-90.13
1725100162,4,8,113.69
1725264864,8,4,-78.35
1725855502,1,16,120.84
1726074111,15,4,64.04
1726206270,16,4,150.72
1726224009,15,5,26.78
1726552734,4,1,72.80
1726810599,4,16,127.22
1727203060,4,15,117.15
1727345912,4,8,113.69
1727396879,6,4,-98.80
1727415234,4,6,95.20
1727515568,1,4,88.34
1727542343,8,4,-73.61
1727783301,8,5,87.46
1727916201,5,4,-113.86
1728386482,16,5,-125.36
1728413556,5,16,123.64
1728487149,16,4,154.93
1728640093,15,4,88.96
1728732259,1,15,96.39
1728907992,4,5,57.99
1729042081,4,16,127.44
1729171488,8,1,-107.15
1729284489,4,1,83.97
1729332117,1,8,101.37
1729475376,4,15,116.66
1729592801,4,8,113.63
1729637400,6,4,-137.39
1729826343,6,5,175.73
1729840185,8,4,-66.36
1729894948,4,6,95.24
1730166155,5,15,104.03
1730318731,1,5,-51.41
1730499218,5,8,106.45
1730645323,16,15,93.03
1730698870,15,1,-31.48
1730838987,16,4,167.74
1731003303,5,1,35.23
1731109488,1,4,127.17
1731273540,4,16,127.61
1731390530,15,4,158.67
1731472466,6,1,-87.06
1731754615,4,15,115.35
1731841082,4,8,113.50
1731903490,6,4,-168.02
1731954690,5,4,-71.11
1731989910,4,1,78.77
1732027862,4,5,62.49
1732158381,8,4,-57.46
1732361710,5,6,72.43
1732519806,4,6,91.26
1732787475,16,6,-158.37
1733268567,16,4,-167.13
1733393177,1,6,48.27
1733505005,4,16,127.74
1733626389,16,1,169.92
1733720483,15,5,98.18
1733764867,1,4,112.56
1733892776,8,5,97.53
1734044958,4,15,113.06
1734091039,4,8,113.30
1734193840,5,16,123.81
1734295038,6,4,172.54
1734322518,15,4,-63.21
1734496680,8,4,-47.61
1734539893,16,5,-101.93
1734861104,5,4,-162.66
1735194877,6,16,115.58
1735235503,4,6,87.81
1735296186,4,1,70.48
1735396394,1,16,121.08
1735736508,4,16,127.82
1735783262,16,4,-118.43
1735925313,4,5,71.40
1736258811,1,4,81.72
1736342984,4,8,113.04
1736353169,4,15,109.55
1736464882,5,8,105.95
1736656560,5,15,94.21
1736854200,8,4,-37.23
1736935259,6,4,178.34
1737378247,15,4,17.91
1737839312,4,6,87.82
1737968082,4,16,127.85
1738083266,4,1,83.08
1738391836,16,4,-28.94
1738597264,4,8,112.71
1738690485,4,15,104.59
1738856205,6,5,-152.83
1738945771,5,4,-101.73
1739229579,8,4,-26.36
1739377629,1,8,100.17
1739688165,8,1,-89.02
1739830460,1,4,125.39
1739860761,4,5,53.14
1739981917,5,16,123.64
1740011374,6,4,-143.90
1740191776,8,5,119.06
1740199762,4,16,127.83
1740325364,4,6,89.71
1740421790,15,4,134.85
1740735534,1,15,70.04
1740751090,4,1,81.18
1740854258,4,8,112.30
1741073701,4,15,98.19
1741092658,5,6,59.86
1741103993,16,4,57.81
1741290986,16,5,-41.63
1741620836,8,4,-14.74
1742431583,4,16,127.77
1742445463,5,8,105.01
1742591421,1,4,118.48
1742714459,15,5,-118.75
1742754434,4,6,92.94
1742785209,6,4,-86.15
1742877276,5,4,-78.87
1742944465,4,5,68.48
1743017705,6,8,89.06
1743114373,4,8,111.83
1743286447,15,4,-118.20
1743494102,5,15,77.41
1743514875,4,15,91.35
1743930509,16,4,125.32
1744018560,4,1,68.48
1744025477,8,4,-3.66
1744663583,4,16,127.65
1744893906,1,5,-55.89
1744978313,1,16,120.26
1745043067,1,4,80.14
1745067050,16,1,-116.95
1745132072,6,4,-105.30
1745183610,4,6,95.49
1745378035,4,8,111.28
1745392520,15,6,-93.66
1745630311,5,1,36.96
1745780281,5,16,123.10
1745821579,5,4,-152.84
1745878380,15,4,-97.53
1745987387,4,15,86.73
1746440345,8,4,15.96
1746655894,8,5,149.86
1746657234,8,6,-26.55
1746698669,6,5,177.31
1746786535,15,1,109.50
1746879359,4,1,81.83
1746883534,16,4,-130.09
1746895804,4,16,127.47
1746926546,4,5,69.39
1747367224,6,4,-144.38
1747645667,4,8,110.67
1747683341,4,6,94.78
1748208935,15,4,-108.57
1748433532,4,15,86.20
1748442337,5,8,103.69
1748513280,1,4,123.03
1748824541,16,5,64.95
1748861844,8,4,37.28
1749128291,4,16,127.24
1749177917,5,6,72.97
1749495173,1,8,97.71
1749528957,4,1,82.87
1749650203,6,4,-170.94
1749917653,4,8,110.00
1749967825,5,4,-90.52
1749976550,16,4,45.80
1750046985,15,5,-86.18
1750231248,5,15,76.23
1750338911,4,6,90.37
1750343226,15,4,-138.97
1750716082,8,1,-54.10
1750778021,4,5,48.21
1750807453,6,15,45.08
1750828425,4,15,88.92
1751073409,6,1,-83.72
1751285938,8,4,66.85
1751361094,4,16,126.95
1751410857,1,4,123.18
1751592117,5,16,122.13
1752074781,6,4,172.56
1752194290,4,8,109.27
1752350749,15,4,173.31
1752714928,4,1,67.32
1752919617,1,15,71.70
1753044511,4,6,87.61
1753179421,4,15,93.18
1753223653,16,4,165.10
1753225904,8,5,-174.62
1753464785,1,6,38.08
1753594268,4,16,126.60
1753708340,8,4,105.54
1753729086,5,4,-104.55
1753852650,1,4,82.73
1753911987,4,5,71.44
1754065768,6,16,111.84
1754285777,15,4,121.12
1754454913,5,8,102.11
1754475717,4,8,108.51
1754624309,1,16,118.12
1754790072,6,4,-178.36
1755499789,4,15,97.77
1755545738,15,5,-147.61
1755574849,6,5,-155.69
1755622533,4,6,88.04
1755671139,4,1,80.27
1755827875,4,16,126.18
1756124689,8,4,145.89
1756185446,15,4,46.32
1756578493,5,15,89.63
1756638211,16,4,36.98
1756761849,4,8,107.73
1756828586,5,4,-141.09
1756985169,15,1,52.06
1757149962,1,4,119.59
1757392794,16,5,-122.46
1757421623,5,16,120.65
1757799794,4,15,102.08
1757889463,6,4,-129.91
1757898392,5,6,58.91
1757923569,4,5,66.58
1758061983,4,16,125.68
1758074636,15,4,-47.47
1758093489,4,6,90.24
1758317338,4,1,83.95
1758496030,16,6,-20.04
1758530766,8,4,174.03
1759052297,4,8,106.95
1759202372,16,1,53.21
1759623909,1,5,-54.11
1759687638,1,8,94.55
1759810402,8,5,-139.94
1759971625,15,4,-125.36
1760086291,4,15,105.87
1760220828,1,4,126.44
1760231985,16,4,-139.98
1760296673,4,16,125.10
1760421085,5,1,35.51
1760480006,5,8,100.45
1760512177,15,5,130.19
1760518280,4,6,93.55
1760555720,6,4,-85.48
1760922745,8,4,-159.01
1760977902,5,4,-80.84
1761346338,4,8,106.20
1761384963,4,1,67.71
1761625512,4,5,44.57
1761892564,15,4,171.54
1761903370,8,1,-15.92
1762363792,4,15,109.07
1762532035,4,16,124.43
1762676755,1,4,88.03
1762765281,5,15,100.26
1762863860,6,4,-112.35
1762954277,4,6,95.67
1763274480,5,16,118.52
1763297377,8,4,-145.28
1763576142,6,5,-177.87
1763642930,4,8,105.52
1763668148,1,15,93.97
1763853569,15,4,135.29
1764009498,16,4,108.02
1764371403,1,16,114.08
1764440518,5,4,-145.18
1764456799,4,1,78.41
1764494256,6,8,79.04
1764635370,4,15,111.72
1764768177,4,16,123.67
1764900554,4,5,72.66
1765098836,6,4,-150.92
1765477640,4,6,94.16
1765564883,15,1,-31.80
1765575302,15,5,60.19
1765652201,8,4,-136.56
1765746432,1,4,113.77
1765871816,15,4,101.42
1765940795,4,8,104.93
1765998236,5,6,73.31
1766305696,8,5,-111.21
1766511643,5,8,98.96
1766831428,15,6,167.28
1766903248,4,15,113.84
1767005222,4,16,122.80
1767112144,4,1,84.51
1767259871,16,5,125.39
1767401717,6,4,-172.59
1767854582,5,4,-128.59
1767962602,16,4,46.48
1767966378,15,4,75.60
1767985682,8,4,-131.55
1768160088,4,6,89.55
1768238546,4,8,104.44
1768912751,4,5,63.02
1768921517,5,15,105.58
1769018669,1,4,128.21
1769107338,8,6,-8.43
1769158512,5,16,115.53
1769169177,4,15,115.45
1769243316,4,16,121.81
1769863575,6,4,172.97
1769921639,1,8,91.94
1770044821,4,1,70.12
1770158635,15,4,60.36
1770297219,8,4,-129.50
1770534849,4,8,104.08
1770848396,4,6,87.52
1771180056,15,5,24.46
1771226748,6,1,-72.71
1771434694,4,15,116.55
1771482635,4,16,120.70
1771508241,1,4,94.80
1771970794,5,4,-73.67
1772060135,16,4,-5.35
1772280005,6,5,-159.23
1772312333,4,5,48.45
1772472724,15,4,58.17
1772541848,5,8,97.93
1772587130,8,4,-129.95
1772626829,8,5,-92.82
1772665281,6,4,-173.87
1772733194,8,1,7.43
1772828547,4,8,103.86
1773234196,4,1,76.29
1773402055,4,6,88.32
1773513799,1,6,33.68
1773667276,6,16,98.49
1773701327,4,15,117.11
1773723387,4,16,119.44
1774046453,6,15,83.98
1774282897,1,16,106.97
1774342872,1,4,104.48
1774358045,1,5,-52.32
1774377333,1,15,97.91
1774697615,5,6,58.24
1774856526,8,4,-132.65
1774934831,15,4,70.95
1774994548,5,1,36.31
1775042911,5,4,-166.25
1775084483,5,16,111.40
1775118754,4,8,103.77
1775129854,5,15,105.87
1775744768,6,4,-115.26
1775860054,4,6,90.82
1775898764,4,5,72.65
1775910534,4,1,84.61
1775918275,15,1,-46.75
1775965829,4,16,118.02
1775970820,4,15,117.05
1776239608,16,4,-56.95
1777107101,8,4,-137.35
1777305583,16,1,4.40
1777404878,4,8,103.81
1777570206,15,4,107.15
1777801056,1,4,128.58
1777895459,15,5,51.62
1778210271,4,16,116.42
1778245416,4,15,116.26
1778282462,4,6,94.12
1778282592,16,5,82.12
1778314525,6,4,-87.39
1778562537,5,8,97.57
1778726153,4,1,73.75
1778730813,8,5,-87.37
1778886513,5,4,-115.98
1779340879,8,4,-143.84
1779686607,4,8,103.97
1779889424,4,5,58.77
1780131697,1,8,91.30
1780342205,1,4,102.08
1780393052,15,4,-146.04
1780404902,16,4,-127.24
1780457095,4,16,114.62
1780457355,6,5,-176.24
1780528328,4,15,114.60
1780593519,6,4,-119.71
1780727819,4,6,95.72
1781066566,5,16,105.71
1781494261,5,15,99.92
1781559971,8,4,-151.88
1781963868,4,8,104.23
1782000698,4,1,74.00
1782706777,4,16,112.60
1782822176,5,6,73.46
1782824557,4,15,111.86
1782832944,6,4,-156.88
1782910711,8,1,6.87
1782939080,5,4,-70.90
1782991953,1,4,93.37
1783028293,4,5,60.97
1783278295,4,6,93.41
1783383754,15,4,-28.28
1783766352,8,4,-161.24
1784236766,4,8,104.60
1784443197,16,4,132.11
1784463569,1,16,94.84
1784567755,5,8,97.94
1784619557,8,5,-94.78
1784710375,4,1,84.29
1784959899,4,16,110.35
1785142334,4,15,107.82
1785158540,6,4,173.08
1785852147,5,4,-163.96
1785961677,8,4,-171.68
1785981175,4,6,88.86
1786002931,1,15,78.18
1786072139,6,8,79.53
1786393891,15,5,176.50
1786454681,15,4,51.57
1786505533,4,8,105.04
1786563676,1,4,127.86
1786900676,4,5,71.66
1787120286,5,16,98.10
1787217184,4,16,107.83
1787444531,4,1,77.26
1787495127,4,15,102.28
1787663170,6,4,173.83
1788147186,8,4,176.32
1788174225,5,15,85.27
1788254642,16,4,34.33
1788647128,4,6,87.52
1788770480,4,8,105.55
1788927582,1,5,-56.91
1788977995,6,5,-163.25
1789025915,16,5,15.21
1789175195,1,4,109.19
1789392062,8,6,-23.45
1789447188,15,4,-165.41
1789479499,4,16,105.04
1789760033,5,1,36.51
1789900463,4,15,95.50
1789916895,5,4,-103.75
1790265925,1,8,92.96
1790323840,8,4,164.22
1790326711,8,5,-112.89
1790554977,5,8,98.94
1790558006,6,4,-167.78
1790752955,4,1,71.64
1790846541,4,5,53.98
1791031954,4,8,106.10
1791178297,4,6,88.66
1791490114,5,6,57.88
1791608337,6,1,-63.74
1791663493,15,1,94.68
1791707038,1,4,84.45
1791747842,4,16,101.97
1791779243,16,4,-96.04
1792211575,15,4,-104.89
1792359887,4,15,89.14
1792492391,8,4,151.10
1792503148,8,1,-13.70
1793152150,1,6,38.88
1793250878,5,16,88.71
1793290319,4,8,106.70
1793509918,4,1,83.58
1793576642,6,4,-102.25
1793625412,4,6,91.43
1793870002,5,4,-76.56
1793929430,4,5,67.74
1794023251,4,16,98.66
1794653523,8,4,137.22
1794697103,15,4,-98.94
1794828294,4,15,86.04
1794864535,15,5,-83.39
1794993425,1,16,77.32
1795002155,16,4,22.78
1795051282,5,15,73.47
1795143916,16,1,-71.99
1795300518,1,4,126.36
1795536275,6,16,59.54
1795545933,4,8,107.32
1795902070,8,5,-138.51
1796047366,4,6,94.63
1796064055,6,4,-91.22
1796193973,4,1,80.05
1796306549,4,16,95.20
1796524962,5,8,100.35
1796799637,5,4,-154.69
1796807966,8,4,122.62
1796943358,15,4,-118.44
1797255152,4,15,86.96
1797340827,6,5,-173.73
1797799138,4,8,107.95
1797822894,16,5,-173.34
1797902301,4,5,69.79
1797941031,16,4,129.54
1798004509,1,4,115.61
1798322150,6,4,-127.16
1798483834,16,6,-11.78
1798504877,4,6,95.63
1798522811,1,15,65.82
1798597858,4,16,91.75
1798956703,8,4,107.34
1799021242,15,4,-154.15
1799419708,5,16,79.81
1799486658,4,1,69.43
1799631555,4,15,90.46
1799649180,5,6,73.42
1799827365,15,6,-111.18
1800050253,4,8,108.59
1800318573,1,8,95.86
1800472802,1,4,80.33
1800570134,6,4,-162.14
1800629838,16,4,-131.25
1800895950,4,16,88.58
1800940536,5,4,-92.34
1800995408,15,4,156.50
1801007583,15,5,-113.38
1801085382,4,6,92.55
1801100898,8,4,91.41
1801400167,8,5,-168.22
1801554553,5,15,83.18
1801758545,8,1,-44.56
1801771409,4,5,49.02
1801969292,4,15,94.95
1802299576,4,8,109.21
1802307567,4,1,82.51
1802480692,5,8,101.92
1802913232,15,4,95.21
1802921210,6,4,172.91
1803099709,15,1,70.62
1803106569,16,4,-98.13
1803197899,4,16,86.03
1803242035,8,4,74.84
1803757306,1,5,-51.28
1803800220,4,6,88.32
1804003869,1,4,124.32
1804280808,4,15,99.48
1804364020,6,15,64.84
1804430233,5,1,35.29
1804547376,4,8,109.82
1804610220,15,8,59.86
1804709641,16,5,-123.77
1804737381,5,4,-98.60
1804806396,15,4,11.18
1804891325,4,5,71.08
1804964327,4,1,82.09
1805239348,8,15,-56.98
1805381776,8,4,57.70
1805406964,16,4,-95.82
1805458695,1,16,69.03
1805475796,6,4,175.24
1805499695,4,16,84.39
1805528999,5,16,76.06
1805675841,6,5,-167.48
1806114622,15,5,168.20
1806440880,4,6,87.60
1806507896,6,8,88.34
1806574950,4,15,103.61
1806696608,15,4,-80.78
1806793903,4,8,110.40
1806827829,1,4,120.97
1806874538,8,5,161.27
1807016718,16,1,-15.53
1807522022,8,4,40.10
1807562066,16,4,-112.73
1807793056,5,15,96.00
1807797638,4,16,83.77
1807801312,5,4,-143.16
1808196734,4,1,67.76
1808276060,5,6,57.90
1808426255,5,8,103.44
1808460326,6,4,-159.59
1808523792,8,6,-49.97
1808600952,15,4,-148.30
1808857542,4,15,107.17
1808900281,4,5,67.12
1808951680,4,6,89.06
1809039387,4,8,110.95
1809271200,1,4,80.99
1809399457,1,15,90.99
1809597816,16,4,-148.36
1809664759,8,4,22.35
1810089423,4,16,84.11
1810314941,1,8,98.73
1810374718,16,5,-145.95
1810535373,15,4,159.31
1810947966,8,1,-76.05
1811075329,15,5,89.81
1811101743,4,1,81.10
1811132454,4,15,110.16
1811284038,4,8,111.46
1811386460,6,1,-66.47
1811386789,6,4,-92.76
1811389908,4,6,92.06
1811524965,5,16,78.83
1811535509,16,4,148.41
1811656001,15,1,-17.81
1811812091,8,4,6.63
1811953001,5,4,-82.34
1812374224,4,16,85.24
1812375226,8,5,132.97
1812516246,15,4,121.38
1812559941,1,6,46.43
1812635104,4,5,44.96
1812664569,1,4,121.54
1813392527,16,4,54.95
1813402376,4,15,112.60
1813528056,4,8,111.92
1813747999,4,1,83.47
1813806418,6,4,-96.44
1813813400,4,6,95.05
1813952353,5,15,103.74
1813966106,8,4,-15.42
1814225090,6,5,-170.92
1814366098,5,8,104.75
1814561535,15,4,90.40
1814652207,4,16,86.96
1815183062,16,4,-26.20
1815318286,16,5,149.77
1815430516,1,16,78.15
1815479385,5,4,-138.62
1815638848,16,1,-70.80
1815642907,1,4,124.98
1815669313,4,15,114.52
1815771627,4,8,112.34
1815877365,4,5,72.55
1816050642,6,4,-134.54
1816128863,8,4,-31.78
1816286159,4,6,95.38
1816370989,15,5,35.28
1816387307,6,16,70.10
1816478741,5,6,73.20
1816691056,15,4,68.32
1816879468,4,1,67.27
1816918739,16,4,-89.62
1816924011,4,16,89.06
1817433257,5,16,85.12
1817623981,16,6,-51.18
1817934907,4,15,115.94
1817948307,8,5,109.59
1818014932,4,8,112.71
1818089029,1,4,85.09
1818302377,8,4,-46.97
1818310935,6,4,-166.55
1818320647,1,5,-56.22
1818609165,16,4,-159.00
1818825237,5,4,-130.74
1818898388,4,6,91.63
1818927285,15,4,57.88
1819070840,5,1,36.97
1819190411,4,16,91.38
1819831360,16,5,61.25
1819890748,4,1,79.38
1819891085,4,5,63.68
1820055221,1,15,98.54
1820126151,5,15,106.39
1820138424,15,6,161.93
1820200666,4,15,116.84
1820258148,4,8,113.02
1820262308,16,4,83.73
1820288611,1,8,100.72
1820304655,5,8,105.75
1820315763,8,1,-99.75
1820488580,8,4,-59.96
1820690386,6,4,172.62
1821278841,1,4,117.11
1821295226,15,4,61.16
1821393415,15,1,-54.02
1821452168,4,16,93.81
1821615708,4,6,87.93
1821884867,16,4,-41.74
1822380099,6,5,-171.68
1822468174,4,15,117.16
1822482073,15,5,28.54
1822501450,4,8,113.27
1822539969,4,1,84.29
1822689326,8,4,-70.04
1822947706,16,1,-169.16
1822949252,5,4,-74.65
1823287853,5,16,92.16
1823304169,6,4,177.30
1823355600,4,5,46.66
1823482501,16,4,-120.80
1823635536,8,5,93.50
1823709954,4,16,96.26
1823821316,15,4,81.00
1824084462,16,5,-43.63
1824229969,4,6,87.74
1824447266,1,4,127.50
1824739327,4,15,116.84
1824745017,4,8,113.47
1824906165,8,4,-76.73
1825056187,5,6,58.30
1825060032,16,4,148.66
1825137889,1,16,90.77
1825541000,4,1,68.67
1825964347,4,16,98.66
1826075726,5,4,-164.92
1826246181,5,8,106.35
1826360289,6,4,-148.86
1826401480,5,15,103.62
1826470605,6,8,92.89
1826528419,15,4,135.02
1826621626,16,4,-4.16
1826722600,4,6,89.51
1826874439,4,5,72.73
1826917503,1,4,91.26
1826989034,4,8,113.61
1827016671,4,15,115.73
1827140544,8,4,-79.72
1828008021,6,15,73.83
1828170900,16,4,-106.00
1828183477,16,5,-154.56
1828215831,4,16,100.98
1828435641,8,6,-53.98
1828672627,4,1,77.39
1829109709,5,16,98.66
1829153890,4,6,92.70
1829178187,6,4,-87.29
1829233697,4,8,113.68
1829303986,4,15,113.68
1829393700,8,4,-79.02
1829421244,15,4,-90.00
1829472903,8,5,86.79
1829703741,16,1,74.97
1829711038,16,4,169.91
1829856789,5,4,-118.11
1829868101,1,4,109.61
1830071913,8,1,-108.67
1830110784,15,5,107.43
1830272285,1,8,101.45
1830464810,4,16,103.19
1830717462,6,1,-74.12
1830870299,4,5,59.54
1830870890,16,6,-171.04
1831108563,6,5,-167.96
1831244852,16,4,27.60
1831336841,4,1,84.62
1831370931,1,15,85.14
1831479214,4,8,113.70
1831543346,6,4,-102.64
1831581013,4,6,95.39
1831607298,4,15,110.47
1831666485,8,4,-74.98
1831900974,1,6,52.10
1832194698,5,8,106.53
1832198587,16,5,91.93
1832457795,15,4,1.20
1832711622,4,16,105.28
1832774869,16,4,-97.78
1832914553,5,15,93.16
1833068604,1,5,-53.74
1833237954,1,4,128.55
1833310328,5,6,72.80
1833725812,4,8,113.65
1833779953,6,4,-141.66
1833855417,5,1,35.42
1833922393,5,4,-70.94
1833936631,4,15,105.86
1833959476,8,4,-68.25
1834033864,4,5,59.25
1834072395,4,6,94.98
1834207746,4,1,71.85
1834303369,16,4,177.55
1834731069,1,16,101.03
1834910774,5,16,104.23
1834956547,4,16,107.25
1835321038,6,16,95.18
1835487836,8,5,91.04
1835519422,15,4,98.99
1835750716,1,4,98.38
1835832440,16,4,54.85
1835973743,4,8,113.54
1836055883,6,4,-169.93
1836089070,15,1,63.41
1836179813,16,5,-25.19
1836258103,16,1,-44.86
1836272925,8,4,-59.66
1836307679,4,15,99.77
1836716110,4,6,90.72
1836846909,5,4,-165.10
1837199826,4,16,109.09
1837364001,16,4,-87.98
1837445024,4,1,75.18
1837876033,4,5,71.89
1838153861,5,8,106.25
1838223279,4,8,113.36
1838437492,15,4,-131.17
1838466922,6,4,172.51
1838485747,1,4,98.99
1838606535,8,4,-49.99
1838735895,4,15,92.84
1838899860,16,4,-171.17
1839096252,6,5,-175.60
1839108809,15,5,-111.42
1839426676,4,6,87.68
1839441657,4,16,110.81
1839769142,5,15,76.46
1840136184,4,1,84.50
1840165373,16,5,-141.72
1840296031,1,8,100.78
1840370383,8,1,-98.11
1840441695,16,4,85.14
1840474727,4,8,113.11
1840698190,5,16,108.83
1840887836,5,4,-105.78
1840959640,8,4,-39.71
1841094308,15,4,-98.71
1841151066,6,4,-179.73
1841206293,4,15,87.44
1841682212,4,16,112.41
1841693555,8,5,106.98
1841831423,4,5,54.83
1841831777,5,6,59.07
1841991128,16,4,-67.49
1842011192,1,4,128.34
1842014770,4,6,87.95
1842728424,4,8,112.79
1842810925,16,1,-162.54
1842907167,4,1,75.55
1843327923,16,6,52.10
1843330995,8,4,-28.97
1843480041,15,4,-104.02
1843549718,16,4,-156.75
1843662458,4,15,85.97
1843921638,4,16,113.89
1844045066,1,15,61.25
1844126749,5,8,105.53
1844186598,16,5,107.46
1844246233,6,4,-135.64
1844269129,1,16,108.46
1844491445,4,6,90.02
1844584569,1,4,105.64
1844861041,5,4,-74.71
1844915980,4,5,66.89
1844984744,4,8,112.40
1845118951,16,4,120.06
1845652902,15,4,-130.70
1845718735,8,4,-17.56
1846069100,4,15,88.10
1846160060,4,16,115.27
1846204972,4,1,72.83
1846261625,15,5,-88.62
1846475945,5,15,77.00
1846476539,5,16,112.58
1846700329,16,4,-19.78
1846756391,6,8,89.42
1846917704,4,6,93.32
1846954033,6,4,-85.40
1847168302,1,4,88.46
1847244087,4,8,111.95
1847684072,15,4,-169.97
1847779162,5,4,-156.49
1847784819,1,5,-52.65
1847989683,6,5,-164.95
1848080569,8,5,133.60
1848120475,8,4,-5.53
1848271236,16,5,0.83
1848295304,16,4,-129.57
1848397591,4,16,116.55
1848426866,5,1,36.43
1848428962,4,15,92.14
1848877952,4,5,70.17
1848936082,4,1,83.98
1849130920,15,1,87.73
1849276315,6,4,-109.51
1849350709,4,6,95.62
1849502977,16,1,86.45
1849506877,4,8,111.42
1849631881,15,4,135.12
1849899084,6,1,-81.66
1849905360,16,4,158.28
1850115444,5,8,104.39
1850143390,5,6,72.23
1850307674,8,6,-27.89
1850385070,1,8,98.75
1850533238,8,4,11.88
1850634324,4,16,117.73
1850755314,4,15,96.73
1850761979,1,4,127.19
1851232532,8,1,-68.42
1851289358,1,6,54.12
1851510789,6,4,-148.39
1851531997,16,4,66.27
1851537140,15,4,65.74
1851642182,4,1,78.73
1851690386,15,5,-153.25
1851773539,4,8,110.82
1851864286,4,6,94.42
1851912964,5,4,-94.20
1852248982,5,16,115.62
1852435234,15,6,-140.70
1852445475,16,5,-103.27
1852763132,4,5,49.84
1852804929,5,15,90.55
1852870345,4,16,118.83
1852953528,8,4,31.63
1853059281,4,15,101.13
1853176706,16,4,-68.55
1853416053,1,4,112.47
1853426936,15,4,-26.07
1853780118,1,16,113.66
1853805436,6,4,-172.09
1853881022,6,16,108.27
1854044470,4,8,110.16
1854536729,4,6,89.86
1854607539,8,5,167.43
1854841036,16,4,-153.27
1854948677,4,1,70.51
1855105729,4,16,119.84
1855124239,1,15,87.20
1855320709,15,4,-109.93
1855348412,4,15,105.05
1855377390,8,4,59.02
1855742131,5,4,-93.30
1855827799,6,5,-179.09
1855871334,4,5,70.67
1855910831,1,4,81.77
1856120424,5,8,102.92
1856251956,6,4,172.76
1856319993,4,8,109.45
1856331399,16,6,-64.83
1856455869,16,1,-14.04
1856526603,16,4,143.94
1856647532,15,5,124.59
1856735824,16,5,162.12
1857232608,4,6,87.54
1857234738,15,4,-167.06
1857340543,4,16,120.78
1857610728,6,15,77.66
1857627665,4,15,108.39
1857734885,4,1,83.09
1857794431,15,1,-2.83
1857800584,8,4,95.84
1858017858,5,16,118.05
1858235072,16,4,66.17
1858600294,4,8,108.69
1858604604,5,6,60.17
1858774659,5,4,-145.22
1858986372,5,15,100.81
1859018247,6,4,-175.82
1859185078,15,4,144.05
1859483361,1,4,125.42
1859574848,4,16,121.64
1859795709,4,6,88.20
1859876785,4,5,67.63
1859900383,4,15,111.16
1859968249,16,4,-48.66
1860218746,8,4,136.93
1860403077,4,1,81.15
1860551314,1,8,95.74
1860885342,4,8,107.91
1861170610,16,5,78.70
1861188524,15,4,108.54
1861197689,8,5,-156.78
1861727930,16,4,-133.99
1861734286,15,5,56.27
1861808697,4,16,122.43
1862110930,6,4,-120.98
1862139863,5,8,101.27
1862168943,4,15,113.40
1862242688,1,4,118.40
1862258585,4,6,90.58
1862367324,1,5,-56.73
1862419506,8,1,-29.29
1862627598,8,4,170.08
1862927617,5,4,-83.91
1863174826,4,8,107.13
1863201874,5,1,36.41
