UT,Origin,Target,PhaseAngle
1713880954,4,8,112.78
1713924025,4,5,72.73
1714304397,15,6,173.42
1714444367,6,5,120.16
1714554520,4,1,71.90
1714704744,4,6,92.19
1714741770,16,1,174.53
1715106668,6,4,54.79
1715247909,16,4,179.32
1715387783,15,1,176.92
1715447144,15,4,170.39
1715489012,1,5,57.05
1715550139,5,6,71.70
1715651744,4,16,125.43
1715867806,4,15,110.77
1715867823,8,4,171.82
1715922395,16,5,176.02
1716124180,4,8,113.08
1716317896,5,1,36.60
1716339880,1,16,119.63
1716396137,15,5,174.62
1716610508,6,16,114.47
1716868561,5,16,122.31
1716871636,1,4,149.49
1716884093,5,4,126.43
1717145312,8,1,179.44
1717402029,8,5,178.90
1717421708,4,6,88.15
1717490856,16,4,179.45
1717647567,6,4,65.07
1717647567,4,6,65.07
1717731450,5,15,103.36
1717765120,15,4,169.07
1717792973,4,1,75.15
1717883804,4,16,125.89
1717934054,4,5,62.34
1717936255,1,15,96.18
1718131501,8,4,169.01
1718136888,4,15,113.09
1718367510,4,8,113.32
1718601317,5,8,106.10
1718771770,15,8,53.12
1719336881,1,8,101.16
1719733179,16,4,179.58
1719827794,1,4,173.84
1720068776,15,4,168.46
1720115695,4,16,126.29
1720188465,6,4,66.99
1720188465,4,6,66.99
1720395176,8,4,165.41
1720403394,4,15,114.89
1720484588,4,1,84.50
1720611160,4,8,113.51
1720675481,6,15,84.89
1720991603,5,4,72.82
1721269696,4,5,50.66
1721710045,16,5,175.71
1721974905,16,4,179.72
1722083193,8,6,105.13
1722347444,4,16,126.65
1722361846,15,4,168.49
1722639041,5,16,123.14
1722643040,15,5,174.52
1722657041,1,4,179.05
1722658917,8,4,161.20
1722668884,4,15,116.19
1722697144,6,8,92.92
1722729364,4,6,51.95
1722848506,6,5,120.43
1722855325,4,8,113.63
1723254463,4,1,75.60
1723356852,8,5,178.38
1723901630,5,15,106.36
1724018370,5,4,166.88
1724216066,16,4,179.85
1724280941,5,6,61.01
1724291839,16,1,174.03
1724541464,6,4,173.23
1724545845,5,8,106.49
1724579067,4,16,126.96
1724647259,15,4,169.11
1724922534,8,4,156.61
1724923184,4,5,72.55
1724934890,4,15,116.97
1725100151,4,8,113.70
1725270262,6,4,35.42
1725270263,4,6,35.42
1725643984,1,4,144.02
1725855501,1,16,120.84
1726223350,15,1,175.10
1726456717,16,4,179.98
1726552744,4,1,72.80
1726810593,4,16,127.22
1726927561,15,4,170.30
1727147717,8,1,179.87
1727186212,8,4,151.80
1727203053,4,15,117.15
1727345911,4,8,113.69
1727525047,16,5,175.82
1727811161,6,4,35.38
1727811161,4,6,35.38
1727916198,5,4,113.86
1728413567,5,16,123.64
1728530737,1,4,175.30
1728696904,16,4,179.89
1728732267,1,15,96.39
1728871990,15,5,176.29
1728907998,4,5,57.99
1729042077,4,16,127.44
1729204706,15,4,172.02
1729284477,4,1,83.98
1729309760,8,5,177.96
1729332119,1,8,101.37
1729449916,8,4,146.97
1729475384,4,15,116.66
1729592810,4,8,113.63
1730166160,5,15,104.03
1730318713,1,5,51.42
1730352060,6,4,45.00
1730499211,5,8,106.45
1730936675,16,4,179.75
1731003297,5,1,35.23
1731252645,6,5,120.95
1731273541,4,16,127.61
1731452228,1,4,177.17
1731472483,6,1,87.06
1731480596,15,4,174.26
1731713592,8,4,142.34
1731754611,4,15,115.35
1731841090,4,8,113.50
1731954684,5,4,71.11
1731989912,4,1,78.77
1732027886,4,5,62.49
1732113713,16,6,169.11
1732361712,5,6,72.43
1732519802,4,6,91.27
1732892959,6,4,56.96
1733176056,16,4,179.62
1733309649,16,5,175.59
1733393149,1,6,48.27
1733505007,4,16,127.74
1733757090,15,4,176.98
1733838549,16,1,173.85
1733977246,8,4,138.05
1734044952,4,15,113.06
1734091059,4,8,113.30
1734193827,5,16,123.81
1734406526,1,4,140.46
1734861092,5,4,162.66
1735160827,15,5,178.24
1735194877,6,16,115.58
1735235490,4,6,87.82
1735263844,8,5,177.74
1735296179,4,1,70.48
1735396404,1,16,121.08
1735415231,16,4,179.49
1735433857,6,4,66.34
1735433857,4,6,66.34
1735736506,4,16,127.82
1735925313,4,5,71.40
1736036195,15,4,179.89
1736240923,8,4,134.24
1736342988,4,8,113.04
1736353175,4,15,109.54
1736464891,5,8,105.95
1736656557,5,15,94.21
1737155214,8,1,179.21
1737208594,15,1,179.26
1737213195,1,4,177.41
1737653767,16,4,179.36
1737968074,4,16,127.85
1737974756,4,6,65.58
1738083277,4,1,83.08
1738390450,15,4,162.89
1738504601,8,4,130.99
1738597259,4,8,112.71
1738690485,4,15,104.59
1738945762,5,4,101.73
1739095965,16,5,175.45
1739377629,1,8,100.17
1739656784,6,5,119.49
1739710873,6,4,174.30
1739860781,4,5,53.13
1739892198,16,4,179.23
1739981906,5,16,123.64
1740199759,4,16,127.83
1740242452,1,4,175.50
1740515655,4,6,47.99
1740735517,1,15,70.04
1740751100,4,1,81.17
1740761876,15,4,147.46
1740768279,8,4,128.35
1740854260,4,8,112.30
1741073696,4,15,98.19
1741092644,5,6,59.86
1741222114,8,5,177.73
1741607236,15,5,175.42
1742130399,16,4,179.10
1742326775,6,4,173.64
1742431586,4,16,127.77
1742445473,5,8,105.01
1742831183,8,6,92.54
1742877288,5,4,78.87
1742944474,4,5,68.48
1743017715,6,8,89.06
1743031957,8,4,126.34
1743056553,6,4,34.24
1743056553,4,6,34.24
1743114388,4,8,111.83
1743132805,15,4,139.78
1743155146,1,4,140.07
1743395234,16,1,174.02
1743494114,5,15,77.41
1743514869,4,15,91.35
1744018547,4,1,68.48
1744368394,16,4,178.97
1744659130,16,15,169.95
1744663595,4,16,127.64
1744885917,16,5,175.41
1744893869,1,5,55.89
1744978331,1,16,120.26
1745295634,8,4,124.94
1745378015,4,8,111.29
1745392528,15,6,93.66
1745495679,15,4,139.85
1745597452,6,4,36.71
1745597452,4,6,36.71
1745630312,5,1,36.96
1745780269,5,16,123.10
1745821590,5,4,152.84
1745960931,1,4,174.73
1745987380,4,15,86.73
1746606224,16,4,178.85
1746879353,4,1,81.83
1746895796,4,16,127.48
1746926539,4,5,69.39
1747187382,8,5,177.95
1747193786,8,1,178.77
1747559312,8,4,124.15
1747645674,4,8,110.67
1747846476,15,4,145.63
1748060923,6,5,121.74
1748138351,6,4,47.19
1748269980,15,5,174.88
1748433529,4,15,86.20
1748442321,5,8,103.70
1748843936,16,4,178.72
1749025236,1,4,174.17
1749128288,4,16,127.25
1749177908,5,6,72.97
1749221423,15,1,175.10
1749495169,1,8,97.71
1749528948,4,1,82.87
1749822990,8,4,123.92
1749917647,4,8,110.00
1749967831,5,4,90.52
1750184827,15,4,154.71
1750231255,5,15,76.23
1750338905,4,6,90.37
1750679249,6,4,59.06
1750681630,16,5,175.47
1750778019,4,5,48.21
1750807437,6,15,45.08
1750828425,4,15,88.92
1751073410,6,1,83.72
1751081569,16,4,178.60
1751361103,4,16,126.95
1751575665,16,6,158.07
1751592117,5,16,122.13
1751885731,1,4,144.91
1752086668,8,4,124.21
1752194293,4,8,109.27
1752512090,15,4,165.03
1752714929,4,1,67.32
1752919623,1,15,71.70
1752977052,16,1,174.58
1753044510,4,6,87.61
1753161962,8,5,178.38
1753179424,4,15,93.18
1753220148,6,4,67.28
1753220148,4,6,67.28
1753319137,16,4,178.48
1753464821,1,6,38.08
1753594277,4,16,126.60
1753729100,5,4,104.55
1753912002,4,5,71.44
1754065759,6,16,111.84
1754350346,8,4,124.98
1754454916,5,8,102.11
1754475705,4,8,108.51
1754624318,1,16,118.12
1754745107,1,4,167.17
1754829351,15,4,175.28
1754923219,15,5,178.25
1755499794,4,15,97.77
1755557256,16,4,178.36
1755671148,4,1,80.27
1755761047,4,6,63.48
1755827862,4,16,126.18
1756465061,6,5,118.60
1756485611,16,5,175.65
1756578506,5,15,89.63
1756614023,8,4,126.20
1756761846,4,8,107.73
1756828577,5,4,141.09
1757137440,15,4,175.16
1757283954,8,1,178.74
1757421625,5,16,120.65
1757527123,6,4,173.61
1757794333,16,4,178.24
1757797372,1,4,173.30
1757799787,4,15,102.08
1757898399,5,6,58.91
1757923557,4,5,66.59
1758061971,4,16,125.68
1758301945,4,6,44.23
1758317353,4,1,83.95
1758877701,8,4,127.82
1759052302,4,8,106.95
1759147298,8,5,178.95
1759555821,15,4,174.16
1759623906,1,5,54.11
1759687633,1,8,94.55
1760032016,16,4,178.13
1760086279,4,15,105.87
1760106856,6,4,174.26
1760296667,4,16,125.10
1760421069,5,1,35.51
1760480017,5,8,100.45
1760596731,1,4,157.48
1760842844,6,4,33.66
1760842844,4,6,33.66
1760977881,5,4,80.84
1761021478,15,1,178.05
1761141379,8,4,129.79
1761346349,4,8,106.20
1761357475,15,5,175.47
1761384941,4,1,67.71
1761625493,4,5,44.57
1761906150,15,4,171.58
1762269885,16,4,178.03
1762300950,16,5,175.98
1762363786,4,15,109.07
1762532024,4,16,124.44
1762603533,16,1,175.63
1762765285,5,15,100.26
1763274486,5,16,118.52
1763383743,6,4,38.30
1763405057,8,4,132.09
1763528255,1,4,159.71
1763579173,8,6,93.33
1763642925,4,8,105.52
1763668147,1,15,93.97
1764235082,15,4,169.79
1764371405,1,16,114.08
1764440471,5,4,145.19
1764456782,4,1,78.41
1764494267,6,8,79.04
1764507860,16,4,177.93
1764635363,4,15,111.72
1764768189,4,16,123.67
1764869200,6,5,122.48
1764900556,4,5,72.66
1765143511,8,5,179.31
1765477650,4,6,94.16
1765668735,8,4,134.65
1765924641,6,4,49.43
1765940801,4,8,104.93
1765998239,5,6,73.31
1766511648,5,8,98.96
1766547050,15,4,168.75
1766554990,1,4,173.00
1766746126,16,4,177.84
1766903241,4,15,113.84
1767005200,4,16,122.81
1767112132,4,1,84.52
1767421963,15,6,173.78
1767431982,8,1,179.19
1767640255,15,5,174.30
1767854605,5,4,128.59
1767932412,8,4,137.45
1768131736,16,5,176.48
1768160092,4,6,89.55
1768238543,4,8,104.44
1768465540,6,4,61.03
1768846223,15,4,168.40
1768912738,4,5,63.02
1768921508,5,15,105.58
1768984711,16,4,177.76
1769158519,5,16,115.53
1769169170,4,15,115.45
1769243314,4,16,121.82
1769293185,1,4,177.28
1769921639,1,8,91.94
1770044824,4,1,70.12
1770196090,8,4,140.45
1770534858,4,8,104.08
1770848398,4,6,87.52
1771006439,6,4,67.81
1771006439,4,6,67.81
1771037688,16,6,150.53
1771136034,15,4,168.66
1771156542,8,5,179.00
1771223588,16,4,177.68
1771226700,6,1,72.71
1771434685,4,15,116.56
1771482644,4,16,120.70
1771920733,15,1,175.00
1771970796,5,4,73.67
1772303171,16,1,177.31
1772308895,1,4,152.73
1772312313,4,5,48.45
1772459768,8,4,143.59
1772541843,5,8,97.93
1772828559,4,8,103.86
1773060548,15,16,12.60
1773234184,4,1,76.29
1773273339,6,5,117.78
1773419231,15,4,169.50
1773462965,16,4,177.63
1773513803,1,6,33.68
1773547337,4,6,60.69
1773667282,6,16,98.49
1773701315,4,15,117.11
1773723383,4,16,119.44
1773868113,15,5,175.28
1773989440,16,5,177.16
1774046456,6,15,83.98
1774282888,1,16,106.97
1774358087,1,5,52.31
1774377341,1,15,97.91
1774697625,5,6,58.24
1774723446,8,4,146.83
1774994555,5,1,36.31
1775042958,5,4,166.25
1775084481,5,16,111.40
1775118749,4,8,103.77
1775129845,5,15,105.87
1775293479,1,4,173.37
1775335772,6,4,173.19
1775698116,15,4,170.90
1775702773,16,4,177.59
1775898764,4,5,72.65
1775910539,4,1,84.61
1775965825,4,16,118.02
1775970829,4,15,117.04
1776088236,4,6,40.90
1776987124,8,4,150.14
1777180449,8,5,178.75
1777404879,4,8,103.81
1777619856,8,1,180.00
1777882566,6,4,175.03
1777943179,16,4,177.56
1777974529,15,4,172.83
1778084110,1,4,179.96
1778210279,4,16,116.42
1778245427,4,15,116.26
1778562540,5,8,97.57
1778629135,6,4,33.63
1778629135,4,6,33.63
1778726161,4,1,73.75
1778886530,5,4,115.98
1779250801,8,4,153.47
1779686607,4,8,103.97
1779874211,16,5,177.96
1779889425,4,5,58.77
1780118636,15,5,177.65
1780131697,1,8,91.30
1780184332,16,4,177.56
1780250411,15,4,175.26
1780457089,4,16,114.62
1780528324,4,15,114.60
1781066576,5,16,105.71
1781084751,1,4,146.61
1781170033,6,4,40.10
1781494251,5,15,99.92
1781514479,8,4,156.76
1781677478,6,5,123.18
1781963861,4,8,104.24
1782000697,4,1,74.00
1782118623,16,1,179.80
1782426153,16,4,177.59
1782527661,15,4,178.15
1782706767,4,16,112.61
1782810249,15,1,177.90
1782822168,5,6,73.46
1782824567,4,15,111.86
1782939059,5,4,70.91
1783028298,4,5,60.97
1783202763,8,5,178.69
1783278308,4,6,93.41
1783710932,6,4,51.68
1783778157,8,4,159.97
1784008719,1,4,174.47
1784236766,4,8,104.60
1784327162,8,6,106.35
1784463559,1,16,94.84
1784567752,5,8,97.94
1784668933,16,4,177.65
1784710390,4,1,84.28
1784828892,15,4,174.71
1784959911,4,16,110.34
1785142341,4,15,107.82
1785793081,16,5,178.51
1785852137,5,4,163.96
1785981165,4,6,88.86
1786002928,1,15,78.18
1786041835,8,4,163.05
1786072147,6,8,79.53
1786251831,6,4,62.86
1786478217,15,5,176.98
1786505539,4,8,105.04
1786881061,1,4,178.11
1786900671,4,5,71.66
1786912622,16,4,177.74
1787120277,5,16,98.10
1787196532,15,4,156.18
1787217194,4,16,107.83
1787444518,4,1,77.26
1787495116,4,15,102.28
1787807609,8,1,179.19
1788174229,5,15,85.27
1788305513,8,4,165.94
1788647127,4,6,87.52
1788770480,4,8,105.54
1788792729,6,4,67.87
1788792729,4,6,67.87
1788927535,1,5,56.91
1789157413,16,4,177.87
1789184280,8,5,177.72
1789479515,4,16,105.03
1789568762,15,4,143.52
1789760079,5,1,36.51
1789852775,1,4,141.96
1789900457,4,15,95.50
1789916894,5,4,103.75
1790081617,6,5,117.08
1790265918,1,8,92.96
1790499567,16,6,155.50
1790554975,5,8,98.94
1790569217,8,4,168.58
1790752968,4,1,71.63
1790846543,4,5,53.98
1791031940,4,8,106.11
1791333628,4,6,57.32
1791403421,16,4,178.04
1791490116,5,6,57.88
1791608319,6,1,63.74
1791747854,4,16,101.97
1791752428,16,5,177.98
1791937337,15,4,138.98
1792106198,16,1,177.03
1792359887,4,15,89.14
1792700508,1,4,176.27
1792832930,8,4,170.87
1793046014,15,5,174.38
1793136840,6,4,173.03
1793152141,1,6,38.88
1793250889,5,16,88.71
1793290310,4,8,106.70
1793509914,4,1,83.58
1793650752,16,4,178.26
1793870023,5,4,76.55
1793874527,4,6,38.15
1793929436,4,5,67.74
1794023247,4,16,98.66
1794295810,15,4,141.53
1794578620,15,1,175.16
1794828295,4,15,86.04
1794993419,1,16,77.32
1795051288,5,15,73.47
1795096555,8,4,172.71
1795187043,8,5,177.87
1795536273,6,16,59.54
1795545946,4,8,107.32
1795654595,6,4,175.94
1795673958,1,4,176.31
1795933350,16,4,171.81
1796193981,4,1,80.05
1796306548,4,16,95.20
1796415425,6,4,34.08
1796415425,4,6,34.08
1796524970,5,8,100.35
1796641719,15,4,148.86
1796799616,5,4,154.70
1797255169,4,15,86.96
1797360228,8,4,173.97
1797753431,16,5,176.75
1797799133,4,8,107.96
1797902302,4,5,69.79
1797955211,8,1,178.74
1798221804,16,4,163.03
1798485755,6,5,123.79
1798522802,1,15,65.82
1798597856,4,16,91.75
1798609017,1,4,139.76
1798956324,6,4,42.06
1798975642,15,4,158.62
1799419698,5,16,79.81
1799486679,4,1,69.43
1799623901,8,4,174.57
1799631563,4,15,90.46
1799649189,5,6,73.42
1799748334,15,5,176.94
1799827380,15,6,111.18
1800050242,4,8,108.59
1800318591,1,8,95.86
1800510974,16,4,155.23
1800895966,4,16,88.58
1800940549,5,4,92.34
1801085380,4,6,92.55
1801179836,8,5,178.28
1801298912,15,4,169.04
1801394655,1,4,177.96
1801497223,6,4,53.92
1801554546,5,15,83.18
1801771387,4,5,49.02
1801887579,8,4,174.62
1801969286,4,15,94.95
1802290473,16,1,174.33
1802299565,4,8,109.22
1802307550,4,1,82.51
1802480692,5,8,101.92
1802799400,16,4,148.99
1803197892,4,16,86.04
1803612549,15,4,178.97
1803757329,1,5,51.28
1803785883,16,5,175.65
1803800210,4,6,88.32
1804038121,6,4,64.49
1804038121,4,6,64.49
1804154743,8,4,174.42
1804280813,4,15,99.48
1804364000,6,15,64.84
1804430214,5,1,35.29
1804460861,1,4,174.79
1804547377,4,8,109.82
1804610209,15,8,59.86
1804737353,5,4,98.60
1804891316,4,5,71.08
1804964328,4,1,82.09
1805075152,8,6,113.82
1805085607,16,4,144.52
1805239361,8,15,56.98
1805458691,1,16,69.03
1805499707,4,16,84.39
1805529009,5,16,76.05
1805917390,15,4,171.75
1806286360,15,5,176.85
1806422122,8,4,174.27
1806507885,6,8,88.34
1806574959,4,15,103.61
1806579020,6,4,67.36
1806579020,4,6,67.36
1806618013,15,1,179.44
1806793927,4,8,110.40
1806889894,6,5,116.52
1807161788,8,5,178.83
1807349170,1,4,141.64
1807368405,16,4,141.76
1807793046,5,15,96.00
1807797640,4,16,83.77
1807801319,5,4,143.16
1808044902,8,1,178.78
1808196740,4,1,67.76
1808276059,5,6,57.90
1808357043,15,4,173.07
1808426267,5,8,103.44
1808686041,8,4,174.23
1808857535,4,15,107.17
1808900270,4,5,67.12
1809039367,4,8,110.95
1809119919,4,6,53.52
1809399472,1,15,90.99
1809646975,16,4,140.50
1809825005,16,5,175.19
1810089434,4,16,84.11
1810163241,16,6,173.40
1810178978,1,4,171.02
1810314946,1,8,98.73
1810698623,15,4,170.80
1810930783,6,4,173.12
1810946856,8,4,174.28
1811101733,4,1,81.10
1811132447,4,15,110.16
1811284050,4,8,111.45
1811386452,6,1,66.47
1811524965,5,16,78.83
1811660818,4,6,36.06
1811920989,16,4,140.43
1811952976,5,4,82.34
1812374234,4,16,85.24
1812546478,16,1,174.16
1812559912,1,6,46.43
1812625913,15,5,174.53
1812635118,4,5,44.96
1813020512,15,4,169.31
1813133444,8,5,179.29
1813205968,8,4,174.43
1813238827,1,4,173.67
1813402389,4,15,112.59
1813423583,6,4,176.94
1813528048,4,8,111.92
1813748002,4,1,83.47
1813952364,5,15,103.73
1814190329,16,4,141.30
1814201716,6,4,34.94
1814201716,4,6,34.94
1814366098,5,8,104.75
1814652195,4,16,86.96
1815294033,6,5,124.32
1815327094,15,4,168.54
1815430512,1,16,78.15
1815469654,8,4,174.49
1815479369,5,4,138.62
1815669304,4,15,114.52
1815771614,4,8,112.34
1815841981,16,5,175.47
1815877361,4,5,72.55
1816069977,1,4,150.01
1816387289,6,16,70.10
1816455242,16,4,142.83
1816478741,5,6,73.20
1816742615,6,4,44.15
1816879462,4,1,67.27
1816923998,4,16,89.06
1817433257,5,16,85.12
1817617770,15,1,175.13
1817622288,15,4,168.43
1817733324,8,4,173.92
1817934896,4,15,115.94
1818014925,4,8,112.71
1818083129,8,1,179.21
1818320635,1,5,56.22
1818716012,16,4,144.83
1818825216,5,4,130.74
1818869016,15,5,174.59
1818898401,4,6,91.63
1818962796,1,4,163.45
1819070812,5,1,36.97
1819096526,8,5,179.15
1819190396,4,16,91.39
1819283514,6,4,56.11
1819890749,4,1,79.38
1819891086,4,5,63.68
1819909254,15,4,168.92
1819997003,8,4,172.35
1820055213,1,15,98.54
1820126141,5,15,106.39
1820200678,4,15,116.83
1820258138,4,8,113.02
1820288624,1,8,100.72
1820304642,5,8,105.75
1820973133,16,4,147.11
1821393151,15,6,175.00
1821452157,4,16,93.82
1821615722,4,6,87.93
1821819093,16,5,176.28
1821824412,6,4,65.87
1821824412,4,6,65.87
1822004373,1,4,173.07
1822190518,15,4,169.98
1822260688,8,4,169.75
1822468178,4,15,117.16
1822501451,4,8,113.27
1822539974,4,1,84.29
1822662697,16,1,176.38
1822949224,5,4,74.65
1823226931,16,4,149.58
1823287844,5,16,92.16
1823355583,4,5,46.66
1823698172,6,5,116.10
1823709943,4,16,96.26
1824365311,4,6,66.22
1824468222,15,4,171.58
1824524357,8,4,166.32
1824739335,4,15,116.83
1824745019,4,8,113.47
1824772611,1,4,166.77
1824954454,16,15,160.73
1825053388,8,5,178.63
1825056189,5,6,58.30
1825099510,15,5,176.46
1825137872,1,16,90.77
1825477849,16,4,152.13
1825541007,4,1,68.66
1825823142,8,6,105.75
1825964345,4,16,98.66
1826075801,5,4,164.92
1826087605,6,4,174.64
1826246183,5,8,106.35
1826401488,5,15,103.62
1826470588,6,8,92.89
1826744250,15,4,173.70
1826788035,8,4,162.24
1826874436,4,5,72.73
1826906210,4,6,49.55
1826989022,4,8,113.61
1827016662,4,15,115.73
1827726256,16,4,154.70
1827744951,1,4,156.19
1827753136,16,5,177.26
1828008034,6,15,73.83
1828090461,8,1,179.87
1828215835,4,16,100.98
1828447792,15,1,176.80
1828672631,4,1,77.39
1828718379,6,4,173.45
1829020433,15,4,176.32
1829051713,8,4,157.72
1829109701,5,16,98.66
1829233688,4,8,113.69
1829304004,4,15,113.68
1829447108,6,4,34.63
1829447108,4,6,34.63
1829856801,5,4,118.11
1829972472,16,4,157.25
1830272295,1,8,101.45
1830464818,4,16,103.19
1830717525,6,1,74.12
1830753098,1,4,173.10
1830870282,4,5,59.54
1830940966,16,6,169.77
1831006869,8,5,178.15
1831298735,15,4,179.36
1831315391,8,4,152.94
1831336839,4,1,84.62
1831370948,1,15,85.14
1831395987,15,5,178.18
1831479211,4,8,113.70
1831607291,4,15,110.47
1831900988,1,6,52.10
1831988007,6,4,36.15
1831988007,4,6,36.15
1832102311,6,5,124.73
1832194711,5,8,106.53
1832216708,16,4,159.75
1832578479,16,1,179.13
1832711612,4,16,105.28
1832914567,5,15,93.16
1833068647,1,5,53.74
1833310329,5,6,72.80
1833510675,1,4,178.98
1833579096,8,4,148.10
1833632936,15,4,167.21
1833649329,16,5,178.13
1833725821,4,8,113.65
1833855462,5,1,35.42
1833922393,5,4,70.94
1833936634,4,15,105.86
1834033867,4,5,59.25
1834207752,4,1,71.85
1834459304,16,4,162.18
1834528906,6,4,46.32
1834731070,1,16,101.03
1834910761,5,16,104.23
1834956544,4,16,107.25
1835321044,6,16,95.18
1835842746,8,4,143.41
1835973753,4,8,113.53
1836003300,15,4,150.38
1836307668,4,15,99.77
1836523571,1,4,149.57
1836700398,16,4,164.53
1836716105,4,6,90.72
1836846937,5,4,165.10
1836959958,8,5,177.83
1837069804,6,4,58.24
1837199831,4,16,109.09
1837445035,4,1,75.18
1837857479,15,5,175.21
1837876030,4,5,71.89
1838092934,8,1,179.44
1838106424,8,4,139.02
1838153869,5,8,106.25
1838223284,4,8,113.35
1838375092,15,4,140.81
1838735889,4,15,92.84
1838940172,16,4,166.80
1839426675,4,6,87.68
1839441645,4,16,110.81
1839480529,1,4,173.82
1839515135,16,5,178.54
1839610703,6,4,66.95
1839610703,4,6,66.95
1839769154,5,15,76.46
1839861737,15,16,88.88
1839960849,15,1,176.13
1840136190,4,1,84.50
1840296034,1,8,100.78
1840370102,8,4,135.09
1840474713,4,8,113.11
1840506449,6,5,115.86
1840698183,5,16,108.83
1840740351,15,4,139.24
1840887821,5,4,105.78
1841178808,16,4,168.98
1841206284,4,15,87.45
1841682200,4,16,112.41
1841831413,4,5,54.83
1841831767,5,6,59.07
1842151602,4,6,64.39
1842308672,1,4,179.08
1842342132,16,1,178.53
1842633780,8,4,131.70
1842728436,4,8,112.79
1842907159,4,1,75.55
1842915784,8,5,177.70
1843094026,15,4,143.92
1843416397,16,4,171.08
1843662448,4,15,85.97
1843906696,6,4,173.86
1843921631,4,16,113.89
1844045054,1,15,61.25
1844126742,5,8,105.53
1844269140,1,16,108.45
1844530941,15,5,175.08
1844692500,4,6,45.67
1844861033,5,4,74.71
1844897457,8,4,128.91
1844915985,4,5,66.89
1844984740,4,8,112.40
1845295993,1,4,144.08
1845357512,16,5,178.33
1845435159,15,4,152.45
1845653121,16,4,173.08
1846069098,4,15,88.10
1846160050,4,16,115.27
1846204983,4,1,72.83
1846475938,5,15,77.00
1846476550,5,16,112.58
1846500430,6,4,173.99
1846571131,8,6,92.90
1846756405,6,8,89.42
1847161135,8,4,126.75
1847233399,6,4,33.82
1847233399,4,6,33.82
1847244085,4,8,111.95
1847764845,15,4,162.63
1847779157,5,4,156.49
1847784775,1,5,52.65
1847888999,16,4,174.97
1848117160,8,1,178.90
1848183792,1,4,175.28
1848397578,4,16,116.55
1848426831,5,1,36.43
1848428972,4,15,92.14
1848877245,8,5,177.81
1848877946,4,5,70.17
1848910588,6,5,125.02
1848936070,4,1,83.99
1849424813,8,4,125.22
1849506864,4,8,111.42
1849774298,6,4,37.64
1849899066,6,1,81.66
1850084305,15,4,172.98
1850115438,5,8,104.39
1850124162,16,4,176.70
1850143377,5,6,72.23
1850185497,16,6,171.47
1850385072,1,8,98.75
1850634311,4,16,117.73
1850755319,4,15,96.73
1851103893,1,4,177.20
1851171255,15,5,178.20
1851182121,16,5,177.81
1851289353,1,6,54.12
1851642199,4,1,78.73
1851688491,8,4,124.28
1851773538,4,8,110.82
1851864297,4,6,94.42
1851912941,5,4,94.20
1852007710,16,1,176.74
1852165965,15,1,178.96
1852248977,5,16,115.62
1852315196,6,4,48.54
1852358695,16,4,178.03
1852394439,15,4,177.25
1852435246,15,6,140.70
1852763135,4,5,49.84
1852804931,5,15,90.55
1852870350,4,16,118.83
1853059303,4,15,101.13
1853780113,1,16,113.66
1853881008,6,16,108.27
1853952168,8,4,123.92
1854044466,4,8,110.16
1854058727,1,4,140.48
1854536725,4,6,89.86
1854592695,16,4,178.09
1854696246,15,4,168.49
1854846960,8,5,178.14
1854856095,6,4,60.27
1854948668,4,1,70.51
1855105731,4,16,119.84
1855124248,1,15,87.20
1855348400,4,15,105.05
1855742189,5,4,93.29
1855871329,4,5,70.67
1856120414,5,8,102.92
1856215846,8,4,124.10
1856319976,4,8,109.45
1856826114,16,4,176.91
1856866462,1,4,177.38
1856993445,16,5,177.25
1857154724,15,4,172.10
1857232612,4,6,87.54
1857314727,6,5,115.77
1857340546,4,16,120.78
1857396994,6,4,67.65
1857396994,4,6,67.65
1857591212,15,5,175.30
1857610721,6,15,77.66
1857627677,4,15,108.38
1857734870,4,1,83.09
1858017849,5,16,118.05
1858186401,8,1,178.70
1858479524,8,4,124.76
1858600303,4,8,108.69
1858604614,5,6,60.17
1858774643,5,4,145.22
1858986371,5,15,100.81
1859059147,16,4,175.41
1859488157,15,4,170.13
1859574856,4,16,121.64
1859876797,4,5,67.63
1859894230,1,4,175.52
1859900366,4,15,111.16
1859937892,4,6,61.87
1860403086,4,1,81.15
1860551313,1,8,95.74
1860743202,8,4,125.88
1860826813,8,5,178.66
1860885334,4,8,107.91
1861291773,16,4,173.86
1861612629,16,1,175.45
1861718392,6,4,173.32
1861803681,15,4,168.93
1861808705,4,16,122.43
1862139856,5,8,101.27
1862168925,4,15,113.40
1862367264,1,5,56.73
1862478791,4,6,42.15
1862794951,16,5,176.74
1862807541,1,4,140.05
1862927641,5,4,83.91
1863006880,8,4,127.41
1863174843,4,8,107.13
1863201841,5,1,36.41
1863280589,1,16,117.22
1863308619,15,1,175.51
1863591873,16,4,178.82
1863640799,4,5,45.48
1863671392,4,1,68.50
1863785041,5,16,119.97
1863867260,15,5,174.30
1864042149,4,16,123.16
1864105439,15,4,168.42
1864277799,6,4,174.71
1864435167,4,15,115.13
1865019690,4,6,33.59
1865019695,6,4,33.59
1865143648,5,15,105.77
1865270557,8,4,129.30
1865468116,4,8,106.37
1865612732,1,4,174.83
1865718866,6,5,125.16
1865756639,1,15,98.41
1865837710,16,4,178.95
1866275227,4,16,123.83
1866397129,15,4,168.55
1866512192,5,4,131.59
1866531028,4,1,81.85
1866700670,4,15,116.35
1866817691,8,5,179.20
